working
using
offloading
working
operating rough
working
installing
working
transferring
working
operating
working industrial
working
operating
working
performing
operating
roofing
working
moving
working
working
collecting
operating
working
sending
working
using
operating
working general
assisting
performing abrasive
working
abrasive
abrasive
conducting abrasive
performing abrasive
abrasive
exchanging old
cleaning
working
working
completed
removing
using
operating
using
using
assembling
final
working
driving
working
involving nonresidential
working
polishing
using
cut
tubing
performing
grinding small
cutting
using
adjusting
grinding
cutting
using
using
using
working
working
cleaning
driving electric
disassembling
collecting
operating
entering
working
helping
washing
operating
backing
removing
isolating
clearing
working
containing anhydrous
moving
cleaning
standing
sanitizing
installing
using concrete
soaking
working
working
working
spraying
repairing
performing
working
cobalt
using
testing
cleaning
began
using
removing
using
working
working
demonstrating
standing
servicing
using
working
removing
using
operating
cutting
using
working
removing
working
installing
working
working
working
gluing double
erecting
using
descending
operating
assisting
installing
removing
using
working
cutting
operating aerial
placing
performing
working
installing electrical
working
working
performing
working commercial
working
working
working
delivering
unloading
working
aerial
trimming
removing
triangular
operating aerial
trimming
using
constructed
working large commercial
operating
working
working aerial
working aerial
working
riding
mopping concrete
taking
picking
working
working
working
harvesting
involved
working
working
working
working
conducting
working
performing
repairing
working
operating
standing
operating industrial
operating
removing mechanical
conducting
working
treating odorous
treating odorous
using custodial
growing
working temporary
conducting
using
working
using
working
working
using
demonstrating
attaching
working
mid
cleaning
inflating
monitoring
working
working
working
working
unloading
working
working
performing
working
inflating
working
sandblasting
performing
diving
participating
using
gathering
working
working
using hydraulic
working
working
airing
working
instructing
calibrating
working
cleaning
working
warning
taking
performing
working
removing
working
ruptured
completed
delivering
planting
checking
removing
removing
working third
working
working
replacing
spring
working
working
working American
performing custodial
working
turning
moving
working
standing
working
greasing
welding
standing
flying
fueling
working
mechanic
remodeling
working
performing
working
working
provided architectural
operating
working
repairing
moving
verifying
approaching
standing
backing
replacing old
working
working
working
working
working new
working
working
performing
jumping
loading
working
treating
working
drinking
using
working
spraying
working
hanging
patrolling
working
working
using
working
trimming
working
operating
performing
using
working
troubleshooting
cleaning
ignited
using
working
working
working
cutting
placing
cleaning
operating
processing
casting
smelting
using
positioning
working mechanical
working
working
working
stripping
inspecting
based
working
performing
operating
sweeping
working
using
emptying
working
using
installing
cleaning
cleaning plastic
repairing
operating
cutting
helping
ordering various
casting
collecting
working
operating electric
operating
shooting
moving concrete
riding small
working
working
working
working
working portable
working
working
disassembling
working
working
inspecting electrical
working
resetting
disassembling
using
operating
placing
working
inspecting
working
covering
working
practicing
working
installing
working
erecting
operating
working
mechanic
grading
watering various
working American
working special
found unconscious
working
performing
filling
replacing
landscaping
landscaping
working
pulling
restraining
clipping
driving
weed
working
working
thinning
performing
monitoring
working
petting
replacing
working
working animal
working
putting
working
working
working animal
treating
working
cleaning mammal
giving
installing
working
performing
framing
working
driving
working
hanging
building
pruning
working residential
working
pulling
walking
working
cleaning
dumping
installing structural
adjusting
working
lowering
operating
installing
walking
upgrading
using
working senior electronic
installing new digital
existing
installing
descending
working
welding
wearing
assisting
performing
using
cutting
installing
changing plugged
completing
included
cleaning
using
putting
began
heattreating
working
dismantling
performed
working
throwing
assisting
working
fighting
working
standing
working
adding
working
practicing
working
began
cleaning
working
weaving
existing
overhead
excavating
using
working
working commercial
operating
unloading
operating
using
using
removing
working
pulling
using
installing
working
removing
performing
working
working
working
working fourth
mixing
performing
working
removing
clearing
working
tearing
directing first
working
clearing large
operating
preparing
building
using
working
operating
unloading
cleaning
working
operating
working
working
roofing
standing
operating
working
existing
performing
loading
mowing
working
assisting
aggregate
handling
mowing
working
logging
climbing
grinding
removing
attaching regular
riding
working
painting
working
moving
working
operating
working general
installing helical
removing
working
working general
assisting
plugging
lying
assisting
moving
portable
spot
working commercial
performing
installing
installing
installing
coming attic
performing electrical
taking
working residential
spraying
undergoing
working attic
installing central
working
working commercial
working
operating
removing
operating
unloading
using
operating
putting
putting
inspecting
working
cleaning
cleaning
cleaning
operating
working
geotechnical
working
drilling several
working
operating
standing
removing
spraying
sanitizing
assisting
clearing
cleaning
guarded automatic
assessing
operating
working
performing
building
working
manufacturing ceramic
driving
getting
trouble
performing
hanging
standing
standing
climbing
finished
lowering
walking
cleaning
working
working
hoisting
working large
operating
working senior
working automotive
entertaining
working
removing
working
training
skiing
igniting
explosive
clearing
responsible
extending
using
rolling
uncovering
using
operating portable
performing
working residential
working residential
ripping
cutting
operating
working
moving
working
working
working
operating
inventorying
working
burying
working
working
working
kneeling
assisting
working
working
helping
cutting
loading
operating
inspecting
working
operating
working
working
handshoveling
operating
working
pulling 5inch
working
placing
working
reparing
working
working
placing
concrete
installing
walking
operating
conducting
hoisted
small
installing new
installing
shoveling
using
operating industrial
operating
dumping
deploying
digging
walking
using
harvesting
working
unloading
driving
tying
working
leaving
inspecting
serving
placing
working
driving
walking
loading
changing
placing
performing
using
working
placing
placing
troubleshooting
unjamming
clearing
walking
transferring
watching
moving
operating
dumping
stomping
operating
untying
operating
standing
assessing
making
sorting
working
cleaning
using
operating
leaning
operating
operating
operating
baling
servicing
working
providing
replacing
replacing
atop
changing
changing
changing
changing
repairing
working
looking
operating
slicing
using
operating
using
cutting
cutting
working
working
cutting
assisting
working
cutting
performing
operating
standing
working
operating
ripping
removing
working
driving
removing
reinstalling concrete
flagging
working
working
working
walking
walking
working
performing electrical
operating forkliftindustrial
finishing
working
working
changing electric
working mechanical
working
working portable
operating
unplugging
charging
driving
electric
found
installing
charging
starting
siphoning
moving electric
erecting
working
operating
traveling
driving
performing
measuring
performing
repairing
installing
working
removing
working
working single
assisting
working
attempting
bearing
training
working
working
removing
bearing
operated
traveling
working
working
working new residential
investigating
operating
using
treating
clearing
repairing
working
operating
removing
removing
working
conducting
operating
cleaning
completed
operating
working
installing new
working
replacing
working
cleaning
cleaning
removing
cleaning
cleaning
performing
cleaning deenergized
cleaning
performing
working
using
operating
working
working
operating
working
working industrial
operating
using
working
greasing
working
performing
waiting
cutting
using
working
operating
loading
installing new
clearing
testing
installing concrete
working
using
grinding
using modified
working
tapping
training
performing
standing 36inch
working
operating
operating
working
removing old
cutting
working
blasting
performing
working
installing new
sorting recyclable
breaking
working
performing
working
operating
working
draining
working
working
working
collecting
operating
assisting
cutting
operating
